,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
12485,40382302,SANTA FE GRILL & BAR,BROOKLYN,62,7 AVENUE,11217,7186360279,Tex-Mex,2015-05-01,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9.0,A,2015-05-01,2015-08-14,Cycle Inspection / Re-inspection
12526,40382367,SIDEWALK BAR & RESTAURANT,MANHATTAN,94,AVENUE A,10009,2124737373,American ,2015-07-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,2015-07-14,2015-08-14,Cycle Inspection / Re-inspection
12559,40382395,COOGAN'S,MANHATTAN,4015,BROADWAY,10032,2129281234,American ,2014-08-19,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,11.0,A,2014-08-19,2015-08-14,Cycle Inspection / Initial Inspection
12570,40382421,MCDONALD'S,BROOKLYN,968,4 AVENUE,11232,7187889226,Hamburgers,2015-01-30,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,2015-01-30,2015-08-14,Cycle Inspection / Initial Inspection
12581,40382455,CAFFE VIVALDI,MANHATTAN,32,JONES STREET,10014,2126917538,CafÌ©/Coffee/Tea,2015-05-08,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10.0,A,2015-05-08,2015-08-14,Cycle Inspection / Re-inspection
12612,40382652,TOMMY'S PIZZA,BRONX,4033,EAST TREMONT AVENUE                               ,10465,7188292828,Pizza,2015-04-02,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,9.0,A,2015-04-02,2015-08-14,Cycle Inspection / Initial Inspection
12631,40382679,REGENCY HOTEL,MANHATTAN,540,PARK AVENUE,10065,2123394050,American ,2015-07-14,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,11.0,A,2015-07-14,2015-08-14,Cycle Inspection / Initial Inspection
12644,40382802,PARNELL'S PUB,MANHATTAN,350,EAST   53 STREET                                  ,10022,2127531761,American ,2015-06-05,No violations were recorded at the time of this inspection.,,,Not Applicable,15.0,Z,2015-06-05,2015-08-14,Cycle Inspection / Re-inspection
12665,40382876,LA FE RESTAURANT,BROOKLYN,941,4 AVENUE,11232,7187880139,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-07-24,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9.0,A,2015-07-24,2015-08-14,Cycle Inspection / Initial Inspection
12677,40382877,OCEAN DRAGON RESTAURANT,MANHATTAN,877,10 AVENUE                                         ,10019,2122457210,Chinese,2015-04-01,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,27.0,Z,2015-04-01,2015-08-14,Cycle Inspection / Re-inspection
12713,40382900,MOM'S FRIED CHICKEN,BRONX,253,EAST  167 STREET,10456,7186815045,Chicken,2015-07-29,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A,2015-07-29,2015-08-14,Cycle Inspection / Initial Inspection
12756,40383003,COBBLESTONE PUB,QUEENS,11718,QUEENS BOULEVARD,11375,7182639754,American ,2015-02-23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,2015-02-23,2015-08-14,Cycle Inspection / Initial Inspection
12770,40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,MANHATTAN,113,MULBERRY STREET,10013,2124319755,Italian,2015-08-04,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,47.0,,,2015-08-14,Cycle Inspection / Initial Inspection
12829,40383033,O'SULLIVAN'S PUB,BROOKLYN,8902,3 AVENUE                                          ,11209,7187459619,American ,2015-05-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,2015-05-21,2015-08-14,Cycle Inspection / Re-inspection
12840,40383040,SPRING ST. NATURAL RESTAURANT,MANHATTAN,62,SPRING STREET                                     ,10012,2129660290,American ,2014-09-09,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,10.0,A,2014-09-09,2015-08-14,Cycle Inspection / Initial Inspection
12886,40383044,PIZZA WAGON,BROOKLYN,8606,5 AVENUE,11209,7188365725,Pizza,2015-07-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A,2015-07-22,2015-08-14,Cycle Inspection / Initial Inspection
12906,40383067,RUSSIAN TURKISH BATHS,MANHATTAN,268,EAST   10 STREET                                  ,10009,2125450665,Russian,2015-06-08,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,A,2015-06-08,2015-08-14,Cycle Inspection / Re-inspection
12943,40383090,TORTILLA FLATS,MANHATTAN,767,WASHINGTON STREET                                 ,10014,2122431053,Tex-Mex,2015-01-12,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6.0,A,2015-01-12,2015-08-14,Cycle Inspection / Initial Inspection
12953,40383147,IL TOSCANO RISTORANTE,QUEENS,4205,235 STREET,11363,7186310300,Italian,2015-02-04,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140å¼ F.,Critical,9.0,A,2015-02-04,2015-08-14,Cycle Inspection / Initial Inspection
12977,40383151,PIER 25A RESTAURANT,QUEENS,21516,NORTHERN BOULEVARD,11361,7184236395,Seafood,2015-03-30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,2015-03-30,2015-08-14,Cycle Inspection / Initial Inspection
13013,40383262,SISTINA RESTAURANT,MANHATTAN,1555,2 AVENUE                                          ,10028,2128617660,Italian,2015-04-23,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,Critical,12.0,A,2015-04-23,2015-08-14,Cycle Inspection / Re-inspection
13041,40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423,7187409720,Pizza,2015-02-04,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,8.0,A,2015-02-04,2015-08-14,Cycle Inspection / Initial Inspection
13072,40383284,VERDI RESTAURANT,QUEENS,149-58    ,CROSS ISLAND PARKWAY                              ,11357,7187466000,Italian,2015-06-11,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,2015-06-11,2015-08-14,Cycle Inspection / Re-inspection
13103,40383354,CORNELIA STREET CAFE,MANHATTAN,29,CORNELIA STREET,10014,2129899319,American ,2015-04-16,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,9.0,A,2015-04-16,2015-08-14,Cycle Inspection / Re-inspection
13124,40383464,LE BERNARDIN,MANHATTAN,155,WEST   51 STREET,10019,2125541515,French,2015-04-27,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,9.0,A,2015-04-27,2015-08-14,Cycle Inspection / Re-inspection
13147,40383496,THE GROTTO,MANHATTAN,69,NEW STREET,10004,2128096991,Pizza,2015-05-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,2015-05-26,2015-08-14,Cycle Inspection / Re-inspection
13169,40383506,TONY'S PIZZERIA,BROOKLYN,1412,ST JOHNS PLACE,11213,7188040966,Pizza/Italian,2015-03-26,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,7.0,A,2015-03-26,2015-08-14,Cycle Inspection / Re-inspection
13185,40383511,BRANDY'S PIANO BAR,MANHATTAN,235,EAST   84 STREET                                  ,10028,2127444949,American ,2015-08-12,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,48.0,,,2015-08-14,Cycle Inspection / Initial Inspection
13204,40383609,REAL MADRID RESTAURANT,STATEN ISLAND,2073,FOREST AVENUE                                     ,10303,7184477885,Spanish,2015-05-19,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,A,2015-05-19,2015-08-14,Cycle Inspection / Re-inspection
13246,40383737,CANLON'S RESTAURANT,STATEN ISLAND,1825,NORTH RAILROAD AVENUE                             ,10306,7186673013,Italian,2015-03-03,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,2015-03-03,2015-08-14,Cycle Inspection / Initial Inspection
13257,40383763,COUSIN JOHN'S CAFE AND BAKERY,BROOKLYN,70,7 AVENUE                                          ,11217,7186227333,Bakery,2014-11-26,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140å¼ F.,Critical,9.0,A,2014-11-26,2015-08-14,Cycle Inspection / Initial Inspection
13266,40383799,JACKSON HOLE,MANHATTAN,517,COLUMBUS AVENUE                                   ,10024,2123625177,American ,2015-06-11,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,18.0,,,2015-08-14,Cycle Inspection / Compliance Inspection
13289,40383819,SHORT STOP RESTAURANT,BRONX,5977,BROADWAY                                          ,10471,7186010234,American ,2015-07-01,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,15.0,,,2015-08-14,Cycle Inspection / Compliance Inspection
13332,40383825,RUSSIAN SAMOVAR,MANHATTAN,256,WEST   52 STREET,10019,2127570168,Russian,2015-05-07,Violations were cited in the following area(s).,02G,Cold food item held above 41å¼ F (smoked fish and reduced oxygen packaged foods above 38 å¼F) except during necessary preparation.,Critical,17.0,Z,2015-05-07,2015-08-14,Cycle Inspection / Re-inspection
13385,40383836,BARONE PIZZA,QUEENS,4027,MAIN STREET,11354,7184632218,Pizza,2015-05-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2015-05-14,2015-08-14,Cycle Inspection / Initial Inspection
13419,40383931,FLASH DANCERS,MANHATTAN,1674,BROADWAY                                          ,10019,2123155107,American ,2015-02-02,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2015-02-02,2015-08-14,Cycle Inspection / Initial Inspection
